Umbrella Cell Type,Specific Cell Type,Brain Region,Gene Symbol (Human),Gene Symbol (Mouse),Species,Age,Statistical Criterion,Specificity,Comparison,Platform,Citation,Tag,CellType_Primary
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",NA,Gm14434_loc1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",NA,Gm14434_loc4,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",NA,Gm15612,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",NA,Gm1604b_loc1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",NA,Gm3020_loc1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",NA,Gm3494_loc2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",NA,Gm5087,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",NA,Gm5607,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",NA,Gm5796,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",NA,Gm9962,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",GNAL,Gnas,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",GNG2,Gng4,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",GNL1,Gnl1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",GNL3L,Gnl3l,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",GOT2,Got2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",NA,Gpr123,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",GPR176,Gpr176,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",GPR3,Gpr3,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",GRIA2,Gria4,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",GRIK5,Grik1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",GRIK5,Grik2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",GRIP1,Grip1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",GRPR,Grpr,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",HDAC6,Hdac6,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",HDAC9,Hdac9,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",HDGFRP3,Hdgfrp3,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",HEXIM2,Hexim2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",HMGA2,Hmga1-rs1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",HMGB3,Hmgb3,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",HMGCL,Hmgcll1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",HRH2,Hrh2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",HTR2C,Htr2c,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",HTR3A,Htr3a,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",HTR5A,Htr5a,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",IGLON5,Iglon5,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",MXRA5,Igsf10,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",CD101,Igsf3,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",IMPACT,Impact,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",NA,Inadl_loc1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",ISOC1,Isoc1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",ITGA7,Itga3,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",GALNT8,Kcna3,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",KCNC2,Kcnc1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",KCND1,Kcnd3,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",KCNH6,Kcnh2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",KCNIP2,Kcnip1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",KCNMB2,Kcnmb2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",KCTD6,Kctd6,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",KCTD8,Kctd8,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",FBXO42,Klhdc2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",KLHL29,Klhl29,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",KLHL32,Klhl32,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",KRT71,Krt73,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",LANCL3,Lancl3,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",LDOC1,Ldoc1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",LHFPL3,Lhfpl3,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",LHFPL5,Lhfpl5,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",LIG1,Lig1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",LIMK2,Limk1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",LRP12,Lrp12,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",LYPD6,Lypd6,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",LYSMD4,Lysmd4,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",MAGED1,Maged2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",MAGEE1,Magee1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",MAGI2,Magi1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",MAP3K10,Map3k9,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",MAP7D2,Map7d2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",MAPK10,Mapk8,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",MAPK8,Mapk9,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",NA,42072,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",MCF2L,Mcf2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",MGAT5B,Mgat5b,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",MICU3,Micu3,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",MID1,Mid2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",MMEL1,Mme,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",MRAP2,Mrap2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",MUM1,Mum1l1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",MYH1,Myh13,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",MYO16,Myo16,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",MYO3A,Myo3b,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",MYPOP,Mypop,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",TPCN1,Nalcn,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",NAP1L3,Nap1l3,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",NAP1L5,Nap1l5,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",NRAP,Neb,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",NECAB1,Necab1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",NECAB2,Necab2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",NETO2,Neto1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",NGF,Ngf,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",NKRF,Nkrf,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",NNMT,Nnmt,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",NPAS3,Npas1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",PYY,Npy,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",NRIP3,Nrip3,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
